norm, level, Npoints, dimSplit, MainGridIndexSplit
1138.65921761016, 0, 21709, -1, -1, -1
171.84278779275, 4, 2701, 1, 16404, 0.162472750444377
146.49338222805, 3, 501, 2, 14245, 0.578196170572353
138.789815016568, 2, 859, 8, 9433, 0.424774598294608
134.556868689995, 1, 6405, 3, 21828, 0.305331514921176
120.004901592808, 3, 617, 0, 20818, 0.22760255877569
111.761509972953, 5, 1665, 5, 13942, 0.157968201533849
97.670159402937, 7, 2550, 7, 26, 0.0732758620689655
92.4879535514414, 4, 386, 3, 24087, 0.37516294744497
87.0488344614713, 1, 15304, 3, 21828, 0.305331514921176
84.6651257342052, 4, 11127, 1, 16404, 0.162472750444377
81.3624674725847, 6, 1741, 3, 12701, 0.184257833816053
79.0690565465188, 6, 162, 3, 13807, 0.195428325570877
78.3646457740399, 2, 1665, 4, 24358, 0.286369999947576
68.5874596710677, 7, 5171, 7, 26, 0.0732758620689655
62.1873405367144, 7, 417, 4, 29286, 0.395793175520887
61.3193706320584, 8, 606, 2, 9983, 0.463127846822894
59.9106737501001, 6, 488, 1, 21213, 0.208588389173961
57.005083481955, 7, 355, 2, 12200, 0.518096003627445
53.8468180111589, 8, 110, 3, 14505, 0.203447919138472
52.4797366125221, 4, 22, 5, 25517, 0.344894882836348
52.4446914543303, 5, 1755, 2, 8286, 0.422422143902389
51.8601856833627, 5, 149, 3, 20026, 0.260623615730957
50.639334084125, 8, 135, 3, 27638, 0.484122679802659
50.3622541953737, 3, 4239, 2, 14245, 0.578196170572353
49.0264668593515, 8, 1332, 1, 10647, 0.124054398497501
47.9664252231793, 5, 2098, 2, 8286, 0.422422143902389
46.8821918578329, 5, 9462, 5, 13942, 0.157968201533849
46.4449097069596, 2, 4740, 4, 24358, 0.286369999947576
45.675833477657, 9, 477, 0, 9904, 0.133402771770652
43.8084250821733, 10, 469, 4, 1604, 0.0629005256865987
43.5222689695161, 8, 65, 8, 7899, 0.388253657708826
42.8053508731122, 9, 175, 3, 12355, 0.181026071870036
42.7575766483282, 7, 631, 2, 12200, 0.518096003627445
42.3399372220453, 5, 96, 7, 96, 0.274425287356322
42.1478724585735, 6, 986, 1, 21213, 0.208588389173961
42.1290282574853, 12, 74, 3, 4320, 0.119434377526121
41.7500451342083, 7, 60, 7, 103, 0.294540229885057
41.5501550536059, 9, 103, 6, 8752, 0.0207560191792825
41.4758787774126, 10, 27, 8, 2049, 0.227010024230839
40.6133023843426, 11, 235, 1, 1367, 0.0518422376496629
40.0753113045237, 12, 134, 7, 35, 0.0991379310344828
39.5847300535727, 9, 381, 4, 11589, 0.149724589290962
39.4868773724486, 6, 560, 3, 29244, 0.55580840196761
39.4109903811229, 5, 258, 3, 20026, 0.260623615730957
38.6355163006771, 6, 7721, 3, 12701, 0.184257833816053
38.4187503543546, 10, 63, 6, 16025, 0.0270101807208119
38.2522193357179, 10, 94, 4, 7492, 0.118577586366614
37.9286343300652, 7, 1121, 4, 29286, 0.395793175520887
37.3412124560279, 8, 221, 0, 13576, 0.159147226031331
36.7913716627625, 9, 426, 8, 22002, 0.590562449934994
36.634724176225, 5, 1227, 8, 15906, 0.514831719191773
36.115869993072, 10, 13, 5, 12874, 0.148737890435941
36.0863997289414, 8, 20, 2, 11435, 0.498268719470723
35.9602403293152, 12, 58, 6, 13939, 0.0253733156664312
35.1603747112045, 5, 148, 8, 5563, 0.337129331792808
35.1099505287023, 8, 53, 4, 12509, 0.156530484879955
34.8946240555306, 6, 677, 1, 24608, 0.25649159875239
34.4686211046216, 7, 58, 2, 7551, 0.404738349924772
34.4601432506448, 5, 124, 3, 20290, 0.265549334003294
34.2417187315972, 13, 38, 7, 55, 0.156609195402299
34.2362248898666, 8, 1944, 2, 9983, 0.463127846822894
33.9547521357098, 8, 38, 3, 19744, 0.255762030784554
33.8450691494189, 2, 14445, 8, 9433, 0.424774598294608
33.7778289473684, 12, 16, 7, 73, 0.208333333333333
33.4246190109009, 5, 1474, 8, 15906, 0.514831719191773
33.4136517674392, 10, 84, 1, 3557, 0.075107489016333
33.2463062542729, 7, 463, 7, 63, 0.179597701149425
33.0263848095018, 5, 135, 3, 20290, 0.265549334003294
32.9666403903057, 15, 266, 6, 9656, 0.021499493891701
32.9464177936615, 7, 183, 6, 29252, 0.0487182881237258
32.7883812318601, 8, 135, 3, 12860, 0.185799682623689
32.1409639739143, 13, 29, 3, 6578, 0.138807242827454
31.7021018291019, 3, 121, 8, 4908, 0.323073698185058
31.6486741451405, 6, 93, 7, 83, 0.237068965517241
31.5909873029858, 9, 24, 1, 30354, 0.535552872522387
31.3923206090089, 9, 48, 5, 6679, 0.103975678885384
31.0532919199829, 8, 359, 3, 27638, 0.484122679802659
30.9941660049212, 10, 56, 4, 30695, 0.480726798009982
30.9305371453365, 5, 138, 5, 23519, 0.297081160641882
30.6164016393443, 8, 4, 1, 25596, 0.27484555790321
30.5843814488141, 13, 274, 3, 2858, 0.102304645009493
30.5567857142857, 15, 16, 7, 139, 0.397988505747126
30.354806143429, 9, 348, 3, 12355, 0.181026071870036
30.1699137126926, 9, 6, 6, 17061, 0.0279055737524817
30.0464538528158, 12, 6, 7, 35, 0.0991379310344828
29.9879269748886, 10, 161, 2, 15445, 0.624714029555432
29.9583048780488, 9, 4, 5, 22852, 0.279716804460968
29.7606068744588, 9, 39, 4, 30783, 0.490113394235002
29.4299195337575, 12, 930, 1, 7171, 0.102847704329745
29.2738145942567, 4, 3853, 3, 24087, 0.37516294744497
29.1874107624733, 3, 239, 0, 19265, 0.205060828354706
28.9137078960194, 12, 108, 3, 1982, 0.0907124069265108
28.878434928338, 8, 3839, 1, 10647, 0.124054398497501
28.690019449175, 8, 86, 3, 29890, 0.628095025512516
28.5617204213799, 12, 161, 3, 4320, 0.119434377526121
28.0380654659387, 13, 87, 6, 2480, 0.0133511693514471
27.9296595695384, 6, 18, 2, 15374, 0.621406047115563
27.9194650569439, 5, 54, 2, 5525, 0.355170139532967
27.7956588039643, 13, 23, 6, 65, 0.00246574017790369
27.7265525571146, 5, 238, 8, 5563, 0.337129331792808
27.6530779362967, 6, 1078, 1, 24608, 0.25649159875239
27.3608232947606, 13, 219, 2, 6726, 0.384375193223273
27.3371652592491, 9, 199, 7, 67, 0.191091954022989
27.1114938793851, 7, 160, 0, 28688, 0.404656393181325
26.8333835072759, 8, 98, 4, 17500, 0.194476164745095
26.7126418424341, 7, 788, 8, 15375, 0.50731666537735
26.6435290144402, 6, 12, 3, 23907, 0.367202049812633
26.580863997337, 4, 210, 7, 86, 0.245689655172414
26.3065952320925, 9, 20, 5, 29037, 0.485428368166283
26.1779272304614, 15, 3, 6, 25067, 0.0368877801405278
26.1544060669985, 11, 293, 7, 21, 0.0589080459770115
26.145301713817, 10, 17, 7, 55, 0.156609195402299
26.1097693622394, 6, 28, 8, 9374, 0.423826326519917
26.0125852162461, 14, 33, 3, 2137, 0.0930726527411838
25.9587976914521, 6, 1503, 3, 13807, 0.195428325570877
25.9200821214301, 5, 59, 1, 21587, 0.213177717409531
25.891, 7, 9, 7, 80, 0.228448275862069
