norm, level, Npoints, dimSplit, MainGridIndexSplit
1306.04498192918, 0, 3760, -1, -1, -1
79.1651878891458, 4, 112, 0, 15, 0.683673469387755
62.1942713811807, 4, 234, 17, 2365, 0.343682443964046
60.6679436944789, 9, 27, 0, 4, 0.418367346938776
58.3376743273377, 1, 1633, 12, 1191, 0.067424991757336
58.1139781017918, 9, 57, 0, 14, 0.642857142857143
57.6108173056854, 9, 58, 0, 14, 0.642857142857143
55.282728779927, 7, 11, 0, 3, 0.397959183673469
53.6900105131953, 4, 314, 17, 2365, 0.343682443964046
52.7436759462759, 8, 81, 0, 17, 0.744897959183674
51.1161880390028, 1, 2127, 12, 1191, 0.067424991757336
50.8354821661695, 5, 28, 0, 15, 0.683673469387755
50.5929647392831, 3, 102, 7, 649, 0.0427323041071949
44.4308478038037, 5, 33, 15, 4362, 0.702838524409101
42.8958628772635, 9, 49, 0, 12, 0.602040816326531
42.7171120411699, 6, 20, 15, 4645, 0.763626573889993
42.1563058211292, 6, 13, 0, 22, 0.928571428571429
42.0317678921569, 4, 36, 0, 16, 0.724489795918367
40.0973588640989, 4, 124, 1, 1, 0.5
39.7943821229049, 7, 64, 16, 4307, 0.587300321448728
39.0668484413018, 7, 41, 0, 12, 0.602040816326531
38.0417914714526, 5, 50, 0, 15, 0.683673469387755
37.699216763366, 8, 41, 17, 2864, 0.400998407099784
36.5687438649201, 2, 650, 1, 1, 0.5
36.1496826492659, 4, 218, 7, 376, 0.0268278473638217
34.8875377384468, 5, 118, 2, 1470, 0.365615863300759
34.2580224438372, 8, 192, 0, 17, 0.744897959183674
34.2318087399296, 4, 599, 0, 15, 0.683673469387755
34.0438966878957, 7, 20, 0, 12, 0.602040816326531
33.9453696969697, 6, 4, 0, 15, 0.683673469387755
33.8207912115916, 8, 8, 0, 12, 0.602040816326531
33.7688720490759, 2, 910, 2, 1441, 0.361140373829649
33.4599672259986, 6, 88, 6, 236, 0.0360914219586287
