norm, level, Npoints, dimSplit, MainGridIndexSplit
1304.37099719795, 0, 3760, -1, -1, -1
150.98828642773, 1, 1831, 0, 12, 0.602040816326531
147.102927136229, 1, 1929, 0, 12, 0.602040816326531
136.811610242711, 2, 269, 0, 11, 0.571428571428571
101.103153153397, 5, 70, 0, 1, 0.13265306122449
80.5713510691323, 3, 94, 0, 10, 0.540816326530612
74.2962770137938, 6, 91, 0, 3, 0.397959183673469
72.5195486299768, 4, 500, 0, 4, 0.418367346938776
66.0609494766954, 4, 69, 15, 2722, 0.576968743096974
62.8192373497635, 6, 52, 4, 174, 0.0230071728244688
61.4993942959821, 5, 437, 17, 2372, 0.344934008419615
60.719189133982, 8, 94, 0, 19, 0.785714285714286
60.3962610853494, 3, 418, 17, 3343, 0.469706451245875
57.0583755890647, 2, 168, 17, 4912, 0.719379337808624
56.2175917214704, 7, 24, 17, 4447, 0.6354107406986
55.0738009322503, 2, 1660, 0, 11, 0.571428571428571
53.8067961132084, 3, 61, 12, 1823, 0.095102025863648
52.433504831596, 6, 314, 0, 6, 0.459183673469388
52.3502108872958, 6, 315, 0, 6, 0.459183673469388
51.2609008603723, 5, 629, 17, 2372, 0.344934008419615
49.6662639392619, 4, 1066, 0, 4, 0.418367346938776
48.9123045379164, 8, 18, 1, 1, 0.5
48.4106621284319, 7, 169, 0, 2, 0.326530612244898
48.2680678212551, 7, 170, 0, 2, 0.326530612244898
46.1866150507098, 6, 60, 0, 22, 0.928571428571429
45.7025821172319, 7, 70, 10, 493, 0.0438035514715013
44.5277454229977, 9, 50, 0, 13, 0.622448979591837
43.0806716270409, 6, 105, 0, 15, 0.683673469387755
42.4781150758482, 6, 108, 0, 15, 0.683673469387755
42.0674105304316, 5, 171, 0, 17, 0.744897959183674
40.7924220741112, 5, 430, 0, 1, 0.13265306122449
40.6265703979518, 3, 107, 12, 1823, 0.095102025863648
40.4353939093764, 8, 34, 0, 18, 0.76530612244898
39.9298761359555, 4, 34, 0, 15, 0.683673469387755
39.2325556486533, 5, 136, 0, 16, 0.724489795918367
38.6986924307629, 5, 15, 1, 1, 0.5
38.4935441397219, 6, 339, 0, 3, 0.397959183673469
37.9371916156274, 4, 407, 15, 3085, 0.599168875635078
35.8086405344163, 5, 236, 0, 17, 0.744897959183674
34.9956060534057, 3, 1245, 17, 3343, 0.469706451245875
34.8072248480985, 6, 17, 0, 22, 0.928571428571429
34.4776025903149, 7, 75, 0, 19, 0.785714285714286
33.3817957463131, 8, 311, 0, 19, 0.785714285714286
32.7965473788417, 8, 94, 16, 1837, 0.425036193654455
32.1224335381739, 7, 85, 17, 507, 0.139535214472636
32.116161485221, 6, 11, 15, 402, 0.38985531256903
31.3491847944988, 5, 213, 0, 16, 0.724489795918367
31.0716509336393, 6, 82, 1, 1, 0.5
30.7073490596824, 8, 90, 16, 4126, 0.572927146467745
30.6009809523809, 7, 81, 17, 4447, 0.6354107406986
30.3391787054176, 3, 48, 11, 309, 0.0354676520474921
29.8247115553148, 6, 89, 1, 1, 0.5
29.373563936493, 4, 349, 15, 2722, 0.576968743096974
28.6998728160468, 8, 41, 0, 8, 0.5
28.575715438188, 7, 39, 2, 1514, 0.372676078770435
28.281696413163, 7, 111, 2, 2000, 0.562371304080727
27.634836719605, 9, 39, 0, 7, 0.479591836734694
27.6100538344008, 4, 15, 0, 14, 0.642857142857143
27.402128831169, 7, 121, 17, 1593, 0.262558311525771
27.2505951373779, 4, 73, 0, 15, 0.683673469387755
27.213752505183, 5, 288, 17, 2239, 0.329118784844692
27.1947390781482, 11, 27, 0, 8, 0.5
26.845418779438, 7, 14, 0, 13, 0.622448979591837
26.4387168327767, 4, 838, 15, 3085, 0.599168875635078
26.1447265112045, 8, 63, 1, 1, 0.5
25.7449751769668, 9, 56, 2, 2035, 0.585738501268472
24.7472955007857, 7, 52, 2, 1514, 0.372676078770435
24.5580021014981, 10, 11, 6, 165, 0.0258209171126862
24.4790660693187, 7, 244, 10, 493, 0.0438035514715013
24.4501000722721, 6, 83, 0, 14, 0.642857142857143
24.3875174046343, 8, 170, 16, 1837, 0.425036193654455
24.3705530565525, 5, 21, 2, 2179, 0.68535056483999
24.1659636761512, 9, 51, 0, 7, 0.479591836734694
24.0857498921627, 7, 14, 3, 309, 0.0363553852359823
23.5925354310522, 8, 22, 0, 21, 0.836734693877551
23.4748713071429, 8, 154, 16, 4126, 0.572927146467745
23.0868120122755, 6, 385, 4, 174, 0.0230071728244688
22.9837303921568, 10, 16, 0, 8, 0.5
22.9217561556309, 10, 56, 2, 687, 0.180853460142661
22.7754751103258, 10, 13, 0, 5, 0.438775510204082
22.1993792030318, 7, 13, 0, 14, 0.642857142857143
22.0905912658738, 12, 34, 0, 9, 0.520408163265306
21.8770584900662, 11, 10, 3, 290, 0.034439290036305
21.3457174768537, 6, 28, 2, 1162, 0.289578048031308
21.3274855034266, 7, 196, 0, 19, 0.785714285714286
21.1269914594111, 4, 11, 2, 2316, 0.777727215845098
21.0725182274968, 7, 23, 0, 21, 0.836734693877551
20.9889841880642, 9, 12, 0, 8, 0.5
20.8618040447951, 7, 204, 2, 2000, 0.562371304080727
20.8381970537388, 12, 17, 2, 2216, 0.71001467560096
20.5459821759474, 8, 80, 0, 8, 0.5
20.3960017585882, 5, 54, 1, 1, 0.5
20.3915675632726, 8, 40, 2, 889, 0.234886975119737
19.8792115894535, 7, 15, 15, 3424, 0.621990280538988
19.7400702624569, 3, 1566, 0, 10, 0.540816326530612
19.6926122612262, 5, 550, 17, 2239, 0.329118784844692
19.489264715932, 9, 261, 0, 13, 0.622448979591837
19.229334, 12, 16, 11, 714, 0.0609098618851466
19.0917403775277, 9, 20, 2, 2233, 0.721459369062923
18.9918767326985, 12, 46, 0, 9, 0.520408163265306
18.7125751846356, 9, 106, 2, 2035, 0.585738501268472
18.5513289160997, 7, 264, 17, 1593, 0.262558311525771
18.5243777890905, 8, 162, 0, 18, 0.76530612244898
18.1354326025244, 2, 1663, 17, 4912, 0.719379337808624
18.079474029243, 11, 80, 13, 2749, 0.1092863943044
18.0159093585963, 8, 10, 7, 504, 0.0342848820273813
18.0083520318492, 6, 153, 0, 14, 0.642857142857143
17.7461341038893, 9, 50, 11, 1390, 0.106402956142476
17.4287053373002, 6, 42, 2, 1162, 0.289578048031308
17.1882722098344, 11, 22, 0, 17, 0.744897959183674
17.103850883359, 11, 14, 0, 18, 0.76530612244898
16.5964535590164, 9, 17, 0, 5, 0.438775510204082
16.1619485457981, 6, 490, 0, 22, 0.928571428571429
16.1176269069773, 9, 38, 4, 484, 0.092930933369423
15.9731962962963, 9, 25, 2, 1567, 0.388277721527628
15.7987157331186, 11, 80, 0, 8, 0.5
15.7664517878929, 4, 46, 0, 14, 0.642857142857143
15.6973315725954, 7, 26, 0, 14, 0.642857142857143
15.5398380243716, 10, 35, 0, 8, 0.5
15.4872161810009, 5, 52, 2, 2179, 0.68535056483999
15.4522457917452, 12, 10, 7, 1202, 0.0825808330905913
15.3309212054123, 9, 42, 4, 484, 0.092930933369423
15.2001551738852, 8, 53, 0, 21, 0.836734693877551
15.1839969960756, 11, 10, 12, 1162, 0.0661427995750449
14.859808086658, 11, 13, 0, 14, 0.642857142857143
14.8307404400459, 9, 29, 2, 1567, 0.388277721527628
14.8094484892422, 8, 22, 2, 2104, 0.635476274445114
14.7160207144201, 7, 405, 17, 507, 0.139535214472636
14.4635792233945, 11, 125, 13, 2749, 0.1092863943044
14.262197877454, 10, 12, 0, 5, 0.438775510204082
14.2428269230769, 8, 16, 7, 504, 0.0342848820273813
14.2290565409085, 9, 20, 0, 18, 0.76530612244898
14.1393127856144, 3, 221, 11, 309, 0.0354676520474921
14.1161724881248, 9, 11, 2, 1993, 0.556774098133127
14.034097905037, 15, 10, 8, 2599, 0.158734043754942
14.0018030321365, 9, 19, 2, 1109, 0.276727227221533
13.8338948699355, 6, 15, 18, 1788, 0.240440607709508
13.5675757170398, 11, 26, 3, 290, 0.034439290036305
13.4480547031083, 14, 17, 0, 18, 0.76530612244898
13.3470049413247, 14, 20, 14, 3764, 0.0366055504603101
13.2399596337784, 8, 10, 16, 2640, 0.475830000245381
13.2133824648078, 9, 31, 0, 20, 0.806122448979592
13.1986842210541, 13, 51, 4, 486, 0.0933820544051969
13.1842470249638, 5, 18, 18, 319, 0.131859662668528
13.1762678596028, 11, 30, 2, 2027, 0.579526967838819
12.9617312051029, 8, 99, 2, 889, 0.234886975119737
12.6724932514492, 7, 10, 2, 2090, 0.626375126562838
12.6514150943396, 10, 36, 1, 1, 0.5
12.4396565054814, 7, 66, 0, 21, 0.836734693877551
12.3766106743675, 13, 58, 4, 486, 0.0933820544051969
12.1418012020814, 10, 45, 6, 165, 0.0258209171126862
11.9802249041271, 10, 205, 2, 687, 0.180853460142661
11.8316276092514, 10, 21, 2, 1321, 0.330501359483965
11.6916330459692, 16, 11, 1, 1, 0.5
11.6816846247148, 9, 24, 2, 1988, 0.554840104208143
11.6365152951695, 11, 48, 0, 17, 0.744897959183674
11.5329094338809, 13, 11, 14, 3030, 0.0272068280448251
11.455080307321, 9, 120, 11, 1390, 0.106402956142476
11.2524487004906, 8, 53, 1, 1, 0.5
11.0816754447086, 10, 17, 2, 1281, 0.318562928749389
11.0786622659849, 10, 31, 2, 1234, 0.307864529413772
11.0415096078431, 8, 100, 4, 328, 0.057743492579059
10.9110762820345, 10, 17, 2, 1198, 0.299122876872846
10.9041842394855, 10, 32, 2, 1234, 0.307864529413772
10.8553841728625, 12, 12, 11, 1162, 0.0907741700993458
10.8270909519067, 8, 104, 4, 328, 0.057743492579059
10.8246615546327, 12, 63, 2, 2216, 0.71001467560096
10.7564999540215, 8, 58, 1, 1, 0.5
10.7051831110297, 10, 12, 0, 9, 0.520408163265306
10.6868035816711, 9, 41, 0, 5, 0.438775510204082
10.6526898168178, 9, 12, 2, 860, 0.226645885712335
10.4484163650304, 9, 30, 2, 1988, 0.554840104208143
10.36352503494, 16, 14, 1, 1, 0.5
10.3513979075567, 8, 54, 3, 301, 0.0355486083098023
10.2800438274751, 9, 10, 6, 258, 0.0392738319108925
10.2444055115919, 8, 14, 2, 2010, 0.566284797670106
10.050132857989, 12, 14, 11, 1162, 0.0907741700993458
9.88114054054053, 10, 25, 0, 5, 0.438775510204082
9.8749129116865, 11, 42, 0, 18, 0.76530612244898
9.68907648023593, 12, 11, 0, 17, 0.744897959183674
9.68293509503204, 14, 38, 14, 3764, 0.0366055504603101
9.60609709656254, 9, 79, 2, 2233, 0.721459369062923
9.60273045675032, 15, 10, 4, 416, 0.0775928181531105
9.6027304567503, 15, 10, 4, 416, 0.0775928181531105
9.56616097438021, 12, 10, 13, 2916, 0.117958110848959
9.52719312872061, 6, 125, 15, 402, 0.38985531256903
9.4713064252642, 11, 32, 0, 14, 0.642857142857143
9.37238036552466, 14, 35, 0, 18, 0.76530612244898
9.33663388870277, 7, 68, 15, 3424, 0.621990280538988
9.27894118232386, 9, 37, 10, 452, 0.0411958276418726
9.26882277160535, 9, 63, 0, 20, 0.806122448979592
9.20098719365612, 9, 44, 2, 1109, 0.276727227221533
9.17485452509416, 11, 10, 16, 3921, 0.559694991779746
9.16753735372073, 8, 42, 17, 4431, 0.633405393105018
9.16552186117861, 11, 62, 2, 2027, 0.579526967838819
9.12796945658712, 8, 37, 2, 2239, 0.722028190805565
9.10936034930803, 9, 21, 1, 1, 0.5
9.09061076604552, 9, 49, 0, 18, 0.76530612244898
9.07279996159175, 10, 70, 1, 1, 0.5
9.00494447882198, 9, 15, 4, 228, 0.0351874407903641
9.00364653669097, 12, 10, 2, 2085, 0.623895063764917
8.87945958077935, 6, 40, 7, 311, 0.0230410719487329
8.87594285714282, 15, 25, 8, 2599, 0.158734043754942
8.87397688904023, 13, 15, 2, 1729, 0.435007565329177
8.81901300017808, 10, 11, 18, 2638, 0.291796936091311
8.75144869660046, 8, 63, 2, 2104, 0.635476274445114
8.71784642142016, 6, 271, 0, 22, 0.928571428571429
8.62059212121854, 5, 10, 13, 3622, 0.172006291651145
8.57941739263733, 6, 39, 18, 1788, 0.240440607709508
8.5538710851805, 7, 111, 3, 309, 0.0363553852359823
8.55169197846244, 9, 55, 4, 507, 0.0983443857987098
8.51974901351522, 7, 139, 0, 13, 0.622448979591837
8.40876958292296, 9, 31, 2, 1993, 0.556774098133127
8.32288076923081, 8, 25, 2, 2097, 0.627467264308711
8.17220850311113, 8, 22, 2, 2010, 0.566284797670106
8.07708955404796, 10, 32, 2, 1281, 0.318562928749389
8.07247315759789, 4, 22, 2, 2170, 0.679798864631802
8.06874393638588, 9, 10, 12, 570, 0.0417445140491629
8.02606941183293, 9, 10, 2, 482, 0.140551302032969
8.0086957542476, 8, 27, 2, 2097, 0.627467264308711
7.93866055730144, 10, 107, 0, 5, 0.438775510204082
7.93696888348005, 8, 15, 12, 760, 0.0495842033923142
7.92683483671477, 12, 38, 7, 1202, 0.0825808330905913
7.88473537722466, 13, 19, 2, 1729, 0.435007565329177
7.83301750346301, 9, 15, 2, 1906, 0.499004561950376
7.8313220288601, 10, 33, 2, 1198, 0.299122876872846
7.78826038342907, 9, 18, 0, 5, 0.438775510204082
7.71623247147695, 13, 10, 2, 844, 0.222529891582576
7.71052080575661, 6, 10, 3, 654, 0.0714501815248084
7.5810066180916, 8, 14, 17, 122, 0.0641000113778586
7.47587198482154, 9, 57, 10, 452, 0.0411958276418726
7.38282679587755, 7, 34, 16, 1645, 0.411301008514711
7.36734462099864, 12, 109, 11, 714, 0.0609098618851466
7.31859095049684, 8, 10, 18, 4257, 0.457482736806214
7.30496323104921, 12, 10, 15, 1018, 0.468867351446874
7.30118848506232, 14, 12, 2, 2182, 0.687671357549971
7.27370295482631, 8, 12, 16, 4358, 0.590950359482737
7.27273978975884, 10, 26, 0, 9, 0.520408163265306
7.2541143677758, 10, 10, 17, 340, 0.111915462509955
7.18101928626523, 9, 78, 4, 507, 0.0983443857987098
7.15241636227907, 8, 69, 17, 4431, 0.633405393105018
7.13537795794077, 10, 15, 2, 919, 0.243601324217017
7.11934669799654, 10, 58, 2, 1321, 0.330501359483965
7.0932777035058, 8, 115, 3, 301, 0.0355486083098023
7.0379522678096, 11, 12, 9, 302, 0.154973570398847
7.01243872204269, 12, 21, 0, 17, 0.744897959183674
6.97520000000001, 9, 25, 4, 228, 0.0351874407903641
6.97226570980331, 8, 18, 2, 1270, 0.316738148598992
6.91652666778315, 10, 11, 17, 340, 0.111915462509955
6.8014504854369, 9, 16, 16, 2661, 0.477130517998675
6.75549656191897, 13, 11, 17, 2495, 0.358388326316987
6.71088024115399, 13, 10, 6, 273, 0.0414436568783451
6.68333830858044, 9, 10, 4, 69, 0.0130035638561826
6.6704254385965, 10, 16, 14, 1496, 0.0152405030121368
6.66405300199721, 10, 69, 1, 1, 0.5
6.63573975701559, 9, 24, 6, 258, 0.0392738319108925
6.62965971126443, 11, 11, 2, 2227, 0.716112444682085
6.6194041682022, 15, 15, 4, 352, 0.0631569450083457
6.61323700779747, 4, 12, 8, 271, 0.0369017584817562
6.4909039212832, 7, 11, 2, 726, 0.194150237198667
6.47890419295265, 10, 73, 1, 1, 0.5
6.46597633041461, 16, 11, 2, 1950, 0.52808272943425
6.44129047526754, 9, 42, 1, 1, 0.5
6.39857325084778, 13, 11, 6, 273, 0.0414436568783451
6.37499364901646, 9, 10, 2, 1964, 0.53251953902686
6.37499364901644, 9, 10, 2, 1964, 0.53251953902686
6.34184774351761, 9, 17, 7, 678, 0.0444217885231576
6.32236178861785, 7, 36, 9, 107, 0.061268620855358
6.31426064917455, 8, 14, 9, 88, 0.0521383950024027
6.31112750000001, 11, 25, 2, 1168, 0.291527968965086
6.28392705327969, 10, 26, 3, 123, 0.0175978217022993
6.26364498755936, 11, 10, 11, 845, 0.0696934819481463
6.25115263645108, 11, 59, 12, 1162, 0.0661427995750449
6.23806469159961, 11, 11, 2, 1074, 0.274408709798523
6.20883918666429, 10, 15, 2, 681, 0.180639583167427
6.19590460967429, 11, 10, 2, 1349, 0.337302192238996
6.1907010168498, 16, 12, 2, 1950, 0.52808272943425
6.18568565893872, 11, 22, 16, 3921, 0.559694991779746
6.18533828043004, 8, 14, 18, 4257, 0.457482736806214
6.18354354426452, 7, 42, 2, 2090, 0.626375126562838
6.1113025190062, 10, 11, 2, 1002, 0.258499903300304
6.10151764021176, 9, 142, 0, 8, 0.5
6.0997290908383, 9, 10, 2, 953, 0.246199701937407
6.08137472294162, 13, 12, 0, 16, 0.724489795918367
6.07549257420586, 10, 13, 2, 1119, 0.278868272260839
5.98304308207188, 9, 10, 3, 280, 0.0334308188785801
5.94960389160931, 9, 26, 2, 1906, 0.499004561950376
5.93682871565167, 12, 23, 2, 2085, 0.623895063764917
5.84689472127431, 9, 20, 7, 678, 0.0444217885231576
5.72704295644796, 10, 10, 2, 2275, 0.750651300895325
5.72704295644795, 10, 10, 2, 2275, 0.750651300895325
5.71972872534136, 14, 10, 12, 1883, 0.0982708722570246
5.66986037735847, 9, 25, 2, 2256, 0.737136096290145
5.65102895708223, 9, 19, 2, 2003, 0.56262158564749
5.64305139400435, 10, 12, 2, 890, 0.234964334876736
5.63019280807801, 10, 12, 2, 1984, 0.55342942628639
5.5930883377968, 7, 46, 9, 107, 0.061268620855358
5.56456828665439, 5, 24, 13, 3622, 0.172006291651145
5.52945335752359, 11, 14, 2, 1074, 0.274408709798523
5.40931427954525, 10, 13, 2, 1984, 0.55342942628639
5.40519088630057, 8, 60, 16, 2640, 0.475830000245381
5.35751447391055, 9, 28, 2, 2256, 0.737136096290145
5.35556914511012, 10, 20, 2, 2109, 0.641005221783597
5.34764655560495, 12, 32, 13, 2916, 0.117958110848959
5.3456511098527, 15, 23, 4, 352, 0.0631569450083457
5.32634490840891, 9, 48, 2, 860, 0.226645885712335
5.32019183993355, 11, 21, 9, 302, 0.154973570398847
5.30436685142016, 13, 52, 14, 3030, 0.0272068280448251
5.25333962373186, 10, 31, 18, 2638, 0.291796936091311
5.24747591499058, 9, 13, 3, 280, 0.0334308188785801
5.22128094982233, 7, 17, 2, 726, 0.194150237198667
5.06403630857519, 14, 10, 2, 2065, 0.604464113036257
5.06102095245758, 8, 20, 2, 2229, 0.717682392691778
5.05294597501757, 11, 39, 2, 1168, 0.291527968965086
5.02283816175428, 8, 11, 10, 835, 0.0656587607102943
4.98146625820478, 9, 18, 4, 69, 0.0130035638561826
4.96937415791643, 10, 13, 11, 680, 0.0587896777320087
4.96651517917746, 10, 10, 14, 4010, 0.0403884359616778
4.96651517917743, 10, 10, 14, 4010, 0.0403884359616778
