norm, level, Npoints, dimSplit, MainGridIndexSplit
1301.70843210349, 0, 3760, -1, -1, -1
144.660032932067, 1, 1839, 0, 12, 0.602040816326531
141.538875800779, 1, 1921, 0, 12, 0.602040816326531
112.689220175755, 3, 169, 0, 11, 0.571428571428571
80.6024820358551, 6, 101, 0, 14, 0.642857142857143
79.6513276235867, 6, 70, 0, 10, 0.540816326530612
78.5412499598461, 4, 62, 0, 11, 0.571428571428571
77.7155889054581, 2, 92, 0, 22, 0.928571428571429
71.8714238902763, 4, 238, 4, 287, 0.048495511345694
68.7976169858391, 5, 170, 0, 2, 0.326530612244898
67.1905878258544, 7, 172, 0, 16, 0.724489795918367
65.4166926860065, 5, 35, 0, 1, 0.13265306122449
64.2856120709812, 4, 113, 17, 4912, 0.719379337808624
62.3538036810487, 6, 203, 0, 5, 0.438775510204082
56.1933202622975, 2, 643, 17, 1929, 0.296862555467061
55.1080591107208, 7, 76, 0, 8, 0.5
52.9037449638845, 6, 282, 0, 5, 0.438775510204082
51.5658972382461, 3, 61, 15, 4647, 0.764482549149547
50.4453025565247, 9, 210, 0, 19, 0.785714285714286
48.7752508856862, 7, 41, 0, 3, 0.397959183673469
44.4888546511628, 8, 16, 12, 740, 0.0487782540205884
44.2713851217588, 5, 30, 18, 3478, 0.350486863628871
43.9906068146603, 3, 1109, 0, 11, 0.571428571428571
42.4192026433508, 6, 19, 1, 1, 0.5
40.2506377751751, 11, 14, 17, 3793, 0.543292752304016
39.8588489857081, 2, 1278, 17, 1929, 0.296862555467061
38.6886220801833, 4, 107, 0, 19, 0.785714285714286
37.5695203143095, 4, 871, 4, 287, 0.048495511345694
37.5188398065655, 11, 63, 15, 3362, 0.617310028716589
37.2162378160264, 8, 46, 17, 403, 0.12273865058596
37.2027828668304, 5, 192, 0, 13, 0.622448979591837
37.1599307520725, 9, 387, 0, 19, 0.785714285714286
36.4851485831611, 7, 208, 16, 3927, 0.559946507005619
35.241613605896, 8, 48, 4, 637, 0.127667253124013
34.7509896899702, 7, 643, 0, 16, 0.724489795918367
34.6047439369046, 8, 103, 0, 4, 0.418367346938776
34.529588418708, 8, 50, 4, 637, 0.127667253124013
34.4085303637642, 8, 57, 0, 4, 0.418367346938776
34.2636765111572, 12, 27, 1, 1, 0.5
34.1990128205128, 9, 36, 4, 786, 0.163080254432264
33.8796446931444, 5, 701, 0, 2, 0.326530612244898
33.4725116609798, 7, 206, 0, 8, 0.5
32.9898784938274, 9, 15, 0, 15, 0.683673469387755
32.1413855666549, 3, 526, 2, 1025, 0.264388345980137
31.9135747128012, 10, 27, 10, 523, 0.0457283000124177
31.6083300440483, 9, 18, 17, 382, 0.119481738536807
30.0159646467287, 8, 70, 0, 13, 0.622448979591837
29.8388176461276, 5, 14, 2, 982, 0.253655817339962
29.8107388421174, 11, 27, 17, 3328, 0.46761576971214
29.6732142857142, 12, 36, 1, 1, 0.5
28.3746359376524, 6, 815, 0, 14, 0.642857142857143
28.2671828335832, 10, 18, 14, 5135, 0.0867810913213561
28.2671828335832, 10, 18, 14, 5135, 0.0867810913213561
28.006077043908, 9, 33, 14, 5300, 0.143205512491076
27.8548410873227, 8, 27, 17, 3273, 0.460390829445898
27.4554479544727, 9, 139, 0, 6, 0.459183673469388
27.4220516929943, 7, 29, 6, 298, 0.0450600318240995
27.2785865859307, 9, 14, 0, 6, 0.459183673469388
27.1201434009501, 4, 520, 0, 11, 0.571428571428571
27.0327037116027, 11, 80, 17, 2391, 0.346455797019001
26.7631164478839, 10, 183, 5, 205, 0.0378430344345394
26.7136591075811, 8, 80, 9, 200, 0.10595867371456
26.6161166453105, 5, 83, 18, 3478, 0.350486863628871
26.5293958137172, 6, 631, 0, 10, 0.540816326530612
26.3395402117995, 6, 151, 18, 2967, 0.313452540130497
26.252301206412, 5, 39, 17, 2382, 0.345659346910911
25.5845394159367, 7, 423, 16, 3927, 0.559946507005619
25.4480787878788, 11, 25, 0, 20, 0.806122448979592
25.3518059509365, 8, 105, 0, 4, 0.418367346938776
25.3482011550483, 10, 204, 5, 205, 0.0378430344345394
25.0789944100235, 11, 141, 15, 3362, 0.617310028716589
24.651330630907, 10, 99, 16, 2778, 0.483835545849385
24.5377045543981, 7, 162, 0, 3, 0.397959183673469
24.498304414224, 5, 26, 2, 1588, 0.394671277914927
24.3026245880681, 6, 11, 7, 359, 0.0258374599475677
24.1733054370684, 12, 12, 13, 3928, 0.229759095989072
24.123, 8, 36, 17, 3273, 0.460390829445898
24.0600567079479, 9, 181, 0, 6, 0.459183673469388
23.8240650132337, 11, 103, 17, 2391, 0.346455797019001
23.6524357110831, 7, 53, 1, 1, 0.5
23.415986785119, 12, 21, 13, 3207, 0.136439836085931
23.2807235897184, 10, 111, 16, 2778, 0.483835545849385
22.9978025163578, 9, 17, 17, 2715, 0.384116509272955
22.6643064760114, 12, 21, 0, 18, 0.76530612244898
22.6589542457399, 9, 12, 11, 2362, 0.201599224618367
22.5399672171569, 13, 12, 2, 2078, 0.617956564771732
